id,age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry
2734,32,5,15,9,0,4,4,4,0,0,0,31,39
2735,15,4,11,8,2,3,0,4,1,0,0,39,39
2736,9,4,15,9,4,10,1,4,1,0,28,39,0
2737,20,2,11,8,2,11,0,4,1,0,0,39,39
2738,41,4,11,8,0,12,2,4,0,0,0,39,39
2739,20,4,15,9,2,1,5,4,0,95,0,44,39
2740,24,4,11,8,4,4,1,4,0,0,0,39,39
2741,21,4,9,12,2,4,0,4,1,98,0,39,39
2742,30,7,11,8,2,8,0,4,1,0,0,39,39
2743,25,4,11,8,0,8,4,2,1,0,0,34,39
2744,13,7,11,8,2,1,0,4,1,0,51,39,39
2745,26,4,15,9,2,12,0,4,1,98,0,39,39
2746,17,4,11,8,2,7,0,2,1,0,0,39,39
2747,40,4,15,9,0,4,2,4,0,3,0,9,39
2748,29,4,1,6,2,7,0,4,1,0,0,39,39
2749,15,4,15,9,2,14,0,4,1,0,0,54,39
2750,3,4,6,4,4,7,3,4,0,0,0,10,27
2751,30,4,8,10,0,12,1,4,1,0,0,49,39
2752,38,0,11,8,0,0,1,4,1,0,0,19,39
2753,36,6,5,3,2,4,0,4,1,70,0,49,12
2754,26,4,9,12,2,12,0,4,1,0,0,64,39
2755,63,6,5,3,2,5,0,4,1,0,0,29,39
2756,7,4,15,9,4,8,3,4,0,0,0,39,26
2757,26,2,12,13,2,4,0,4,1,0,55,59,39
2758,5,4,11,8,4,6,3,4,1,0,0,39,39
2759,23,4,15,9,5,4,1,2,1,0,0,39,39
2760,31,4,11,8,2,4,0,4,1,0,0,49,39
2761,39,0,11,8,2,0,0,4,1,0,0,24,39
2762,17,0,1,6,0,0,3,4,1,0,0,81,39
2763,34,4,11,8,2,3,0,4,1,0,0,44,39
2764,7,1,11,8,4,1,1,4,0,0,0,39,39
2765,2,4,11,8,4,8,3,4,0,0,0,39,39
2766,17,4,15,9,0,1,4,4,0,0,0,29,39
2767,7,4,11,8,4,3,3,4,1,0,0,39,39
2768,24,4,9,12,2,14,0,4,1,0,0,47,2
2769,7,4,11,8,0,12,1,4,0,0,0,37,39
2770,5,2,15,9,4,11,3,4,1,0,0,39,39
2771,15,1,15,9,0,1,4,4,0,0,0,39,39
2772,24,4,9,12,0,4,1,4,0,0,0,54,39
2773,3,4,15,9,4,8,3,4,1,0,0,34,39
2774,14,4,11,8,4,8,1,2,1,0,0,39,39
2775,38,4,9,12,2,13,0,4,1,0,0,17,39
2776,32,7,10,15,2,10,0,2,1,0,51,59,0
2777,9,4,9,12,4,12,3,4,1,0,0,39,39
2778,10,6,11,8,0,14,1,4,1,0,0,69,39
2779,18,4,11,8,5,1,1,4,0,0,0,39,39
2780,23,4,11,8,0,8,1,4,1,0,0,59,12
2781,42,4,15,9,2,10,0,4,1,0,0,33,39
2782,44,4,15,9,2,12,0,4,1,0,0,44,39
2783,14,4,11,8,4,12,3,2,0,0,0,39,39
2784,26,1,12,13,0,11,1,4,1,0,0,59,39
2785,44,4,4,2,4,6,1,2,1,0,77,39,39
2786,37,4,7,11,6,1,4,4,0,0,0,29,39
2787,13,4,15,9,2,12,0,4,1,0,0,49,39
2788,3,4,15,9,4,12,1,4,0,0,0,49,39
2789,10,7,12,13,4,10,1,4,0,0,0,49,11
2790,27,5,15,9,0,7,1,4,1,0,0,59,39
2791,47,4,15,9,6,1,1,4,0,0,0,39,5
2792,38,4,11,8,0,1,1,4,0,0,0,39,39
2793,17,4,11,8,0,3,1,4,1,93,0,54,39
2794,44,4,11,8,6,12,1,4,0,0,0,34,39
2795,11,4,9,12,2,10,0,4,1,0,0,39,0
2796,17,4,11,8,0,7,4,2,0,0,0,39,39
2797,30,5,14,14,2,10,0,4,1,0,55,59,39
2798,9,4,9,12,4,1,1,4,1,0,0,44,39
2799,18,4,1,6,4,8,4,0,1,0,0,39,39
2800,19,4,9,12,2,10,0,4,1,0,0,37,39
2801,30,4,9,12,2,10,0,4,1,0,0,39,39
2802,0,4,1,6,4,8,3,2,0,0,0,24,39
2803,18,4,15,9,2,10,0,4,1,0,0,59,39
2804,16,4,12,13,4,10,3,4,1,0,0,19,39
2805,8,4,7,11,2,1,5,4,0,0,0,39,39
2806,1,4,0,5,4,12,3,4,1,0,0,9,39
2807,30,7,12,13,5,10,1,4,1,0,0,37,39
2808,27,4,11,8,6,8,4,2,0,0,0,29,39
2809,24,4,11,8,0,8,4,4,0,0,0,29,39
2810,13,4,9,12,4,1,1,4,0,0,0,39,39
2811,36,6,15,9,2,5,0,4,1,0,0,49,39
2812,36,4,11,8,6,8,4,2,0,0,0,19,39
2813,23,4,11,8,2,12,5,4,0,79,0,19,39
2814,7,4,15,9,4,1,1,4,1,0,69,23,39
2815,10,4,9,12,4,12,3,4,1,0,0,39,39
2816,33,4,4,2,2,14,0,4,1,0,0,36,26
2817,19,4,1,6,2,3,0,4,1,0,0,49,39
2818,24,4,3,1,2,7,0,4,1,0,0,39,26
2819,24,4,12,13,4,10,1,4,0,0,0,39,39
2820,14,4,11,8,4,8,1,4,0,0,0,39,39
2821,15,1,9,12,2,4,0,4,1,0,0,39,39
2822,5,4,15,9,4,7,3,4,1,0,0,47,39
2823,5,4,0,5,0,3,3,4,1,0,0,39,39
2824,1,2,2,7,4,10,3,4,1,0,0,29,39
2825,22,4,9,12,2,10,0,2,1,0,0,29,39
2826,21,4,11,8,2,4,5,4,0,0,0,54,39
2827,18,7,11,8,2,3,0,4,1,0,0,39,39
2828,6,4,15,9,4,7,1,4,1,0,0,39,39
2829,37,6,9,12,2,4,0,4,1,0,0,39,39
2830,19,4,12,13,2,10,0,4,1,0,0,59,39
2831,46,2,11,8,2,4,0,4,1,0,0,54,39
2832,22,4,15,9,2,4,0,4,1,0,0,47,39
2833,40,6,15,9,2,12,0,4,1,0,0,59,39
2834,41,5,14,14,2,10,0,4,1,0,55,49,39
2835,12,4,9,12,4,1,1,1,0,0,0,39,24
2836,0,4,1,6,4,12,3,4,0,0,0,19,39
2837,23,4,11,8,0,3,1,4,1,0,0,39,39
2838,52,6,15,9,2,8,5,4,0,0,0,14,39
2839,11,4,0,5,0,12,1,4,0,0,0,39,39
2840,21,4,6,4,2,3,0,4,1,0,0,39,39
2841,27,4,14,14,4,10,1,4,1,109,0,39,39
2842,28,2,14,14,0,10,4,2,0,0,38,39,39
2843,16,7,9,12,2,1,0,2,1,0,0,39,39
2844,24,2,15,9,2,8,0,4,1,0,19,39,39
2845,20,5,11,8,2,12,0,4,1,98,0,59,39
2846,33,4,15,9,2,12,0,4,1,0,0,44,39
2847,31,4,9,12,2,10,0,4,1,0,0,49,39
2848,9,0,11,8,4,0,4,2,0,0,0,39,39
2849,19,4,15,9,2,4,0,4,1,0,0,59,39
2850,4,4,15,9,4,8,3,4,0,0,0,36,39
2851,20,4,7,11,2,5,0,4,1,0,0,39,39
2852,3,7,15,9,4,10,3,4,0,0,0,19,39
2853,37,6,11,8,2,12,5,4,0,0,0,29,39
2854,11,4,11,8,5,12,2,4,0,0,0,39,39
2855,10,4,15,9,4,10,1,4,1,0,0,39,39
2856,16,4,8,10,4,8,4,2,0,0,0,39,39
2857,29,0,11,8,2,0,0,4,1,0,0,39,39
2858,11,0,1,6,0,0,4,4,0,0,0,57,2
2859,0,0,0,5,4,0,3,4,1,0,0,39,39
2860,23,6,14,14,4,10,1,4,1,0,82,44,39
2861,30,4,12,13,2,12,0,4,1,0,0,39,39
2862,27,4,3,1,4,7,1,4,0,0,0,39,8
2863,8,4,2,7,4,6,4,4,1,0,0,42,39
2864,18,4,9,12,2,10,0,4,1,0,0,54,39
2865,12,4,15,9,2,12,5,4,0,0,0,24,39
2866,13,4,11,8,0,7,4,4,1,0,0,39,39
2867,13,4,15,9,2,6,0,4,1,0,0,39,39
2868,39,6,5,3,0,8,4,4,0,0,0,39,39
2869,8,6,9,12,4,10,3,4,1,0,0,29,39
2870,11,4,11,8,4,6,3,2,1,0,0,39,39
2871,26,6,6,4,2,3,0,4,1,0,0,39,39
2872,30,2,11,8,2,11,0,4,1,0,0,59,39
2873,29,6,9,12,2,3,0,4,1,0,0,39,39
2874,24,7,12,13,0,10,4,4,0,0,0,34,39
2875,21,1,7,11,2,1,5,4,0,98,0,32,39
2876,12,4,11,8,4,11,2,2,1,0,0,39,39
2877,8,4,4,2,4,3,1,4,1,0,0,39,26
2878,39,4,1,6,2,3,0,4,1,0,0,44,39
2879,14,4,5,3,2,6,0,4,1,0,0,39,39
2880,5,4,1,6,4,8,2,4,1,0,0,39,39
2881,14,4,11,8,4,6,2,4,1,0,0,39,39
2882,11,4,15,9,5,1,1,4,0,0,0,39,39
2883,36,4,9,12,2,4,0,2,1,0,0,39,39
2884,28,4,12,13,0,4,1,4,0,0,0,49,39
2885,54,4,13,0,6,3,4,2,1,0,0,9,39
2886,48,0,11,8,6,0,4,4,0,0,0,39,39
2887,22,4,11,8,2,3,0,4,1,95,0,49,39
2888,2,1,11,8,1,12,5,4,0,0,0,39,39
2889,17,2,9,12,0,10,4,4,0,0,0,39,39
2890,19,4,11,8,2,1,0,4,1,0,0,44,39
2891,23,4,11,8,3,8,3,4,0,0,0,39,39
2892,73,4,15,9,5,1,3,4,0,0,0,39,33
2893,39,4,14,14,2,4,0,4,1,0,0,15,39
2894,4,4,11,8,4,10,1,4,0,0,0,39,39
2895,31,4,9,12,2,4,0,4,1,0,0,44,39
2896,28,4,15,9,5,1,4,4,0,0,0,26,39
2897,29,4,11,8,2,7,0,4,1,0,0,39,39
2898,47,4,0,5,5,8,1,4,0,0,0,34,39
2899,12,2,12,13,4,10,3,1,1,0,0,39,36
2900,5,4,11,8,0,13,4,4,0,0,0,29,11
2901,30,4,11,8,2,14,0,4,1,0,0,47,22
2902,50,5,9,12,2,4,0,4,1,0,80,73,39
2903,26,4,11,8,2,6,0,4,1,0,0,39,39
2904,25,4,15,9,2,12,0,4,1,0,0,39,39
2905,14,4,15,9,2,8,0,4,1,0,35,49,39
2906,36,4,1,6,0,8,4,4,0,0,0,39,39
2907,64,4,6,4,6,9,1,2,0,25,0,4,39
2908,16,2,11,8,0,1,3,4,0,0,11,39,39
2909,0,4,2,7,4,8,3,4,0,0,0,7,39
2910,38,5,14,14,2,4,0,4,1,0,0,49,0
2911,11,4,11,8,4,6,3,4,1,0,0,29,39
2912,7,4,15,9,4,12,3,4,0,0,0,39,39
2913,23,4,11,8,5,1,4,4,0,0,0,44,39
2914,13,2,12,13,4,1,1,4,0,0,0,39,39
2915,7,4,1,6,4,7,4,4,0,0,0,39,39
2916,9,4,12,13,2,12,5,4,0,0,0,39,39
2917,21,4,15,9,0,12,4,4,0,0,0,37,39
2918,13,4,11,8,2,13,0,4,1,0,0,39,39
2919,16,4,9,12,2,4,0,4,1,0,0,49,39
2920,23,4,11,8,2,12,0,4,1,0,0,59,39
2921,46,6,11,8,2,5,0,4,1,0,0,94,39
2922,6,4,5,3,4,3,2,4,1,0,0,35,39
2923,39,4,11,8,0,3,4,2,1,0,0,39,39
2924,25,6,8,10,2,4,0,4,1,0,0,59,39
2925,23,4,11,8,4,3,1,4,1,0,0,39,2
2926,32,4,7,11,2,12,5,4,0,0,51,39,39
2927,18,4,11,8,3,3,1,1,1,0,0,39,0
2928,35,4,11,8,0,7,3,2,0,0,0,34,39
2929,11,4,9,12,4,1,3,4,0,0,0,39,39
2930,18,4,0,5,2,14,0,4,1,0,0,69,39
2931,4,0,15,9,4,0,3,4,0,0,0,4,39
2932,26,6,11,8,4,3,1,4,1,0,0,34,39
2933,15,0,8,10,4,0,4,4,0,0,0,1,39
2934,12,6,14,14,4,10,3,4,1,0,0,49,22
2935,6,4,9,12,4,7,3,4,1,0,0,24,39
2936,33,2,15,9,2,1,0,4,1,0,40,47,39
2937,17,4,15,9,4,8,3,2,1,0,0,39,39
2938,2,4,11,8,4,8,3,4,1,0,0,39,39
2939,30,4,1,6,2,7,5,2,0,0,0,39,39
2940,20,6,15,9,2,5,0,4,1,0,0,39,39
2941,8,4,11,8,4,12,4,2,0,0,0,34,39
2942,58,4,15,9,2,4,0,4,1,0,0,34,39
2943,7,4,11,8,2,3,0,4,1,0,0,39,39
2944,11,7,9,12,4,13,3,1,1,0,0,19,39
2945,0,2,1,6,4,8,3,4,0,0,0,15,39
2946,14,4,11,8,4,3,3,2,1,0,0,39,39
2947,14,4,13,0,4,8,2,4,0,0,0,34,26
2948,1,0,11,8,4,0,3,4,1,0,0,9,39
2949,28,4,9,12,2,10,0,4,1,0,0,54,39
2950,14,4,11,8,4,3,3,4,1,0,0,41,39
2951,10,4,9,12,2,10,0,4,1,0,0,41,39
2952,31,4,15,9,6,4,4,2,0,0,34,37,39
2953,5,0,11,8,2,0,5,4,0,0,0,21,39
2954,17,4,9,12,2,11,0,2,1,0,0,29,39
2955,9,4,11,8,4,7,4,2,0,0,0,39,39
2956,36,4,15,9,2,10,0,4,1,0,0,39,39
2957,43,4,9,12,2,4,0,4,1,0,0,34,39
2958,32,2,12,13,5,10,4,4,0,0,0,49,39
2959,23,4,15,9,0,4,1,4,0,0,0,39,39
2960,31,5,0,5,2,5,0,4,1,0,0,78,39
2961,6,4,9,12,4,10,1,4,1,0,0,49,39
2962,51,0,5,3,6,0,1,2,1,0,0,9,39
2963,25,4,8,10,2,10,0,4,1,0,0,39,39
2964,20,6,11,8,4,5,3,4,1,0,0,82,39
2965,10,4,11,8,4,3,3,4,0,0,0,44,39
2966,21,4,15,9,2,4,0,4,1,0,0,43,39
2967,10,4,11,8,4,3,1,4,1,0,0,34,21
2968,58,4,11,8,6,1,1,4,0,0,0,39,39
2969,32,5,9,12,2,12,0,4,1,0,0,51,39
2970,10,4,15,9,4,12,1,4,1,0,0,19,39
2971,19,6,9,12,4,5,1,4,1,0,0,49,26
2972,19,4,9,12,2,10,0,4,1,52,0,44,39
2973,18,4,11,8,0,6,3,4,1,0,0,34,39
2974,19,4,11,8,2,12,0,4,1,0,0,39,39
2975,36,4,1,6,2,3,0,2,1,0,0,39,39
2976,10,4,15,9,4,1,4,2,0,0,0,39,39
2977,17,4,11,8,0,3,1,4,1,55,0,34,39
2978,44,4,15,9,2,12,0,4,1,0,0,43,39
2979,12,4,11,8,0,7,4,4,1,0,0,55,39
2980,23,7,15,9,0,1,4,2,0,0,0,34,39
2981,20,4,12,13,4,4,1,4,1,0,0,39,39
2982,5,4,6,4,4,6,2,4,1,0,0,29,39
2983,26,5,15,9,2,4,0,4,1,0,0,39,39
2984,38,6,11,8,2,5,0,4,1,0,0,29,39
2985,11,4,15,9,0,1,4,4,0,0,0,39,39
2986,6,4,9,12,4,8,3,4,0,0,0,29,39
2987,47,2,1,6,2,3,0,2,1,0,0,39,39
2988,29,4,15,9,4,6,1,4,1,0,0,39,39
2989,12,4,15,9,4,3,3,4,1,0,0,39,39
2990,27,4,12,13,2,4,0,1,1,0,0,47,19
2991,3,4,15,9,4,10,3,4,1,0,0,24,39
2992,45,6,15,9,0,12,1,4,1,0,0,39,39
2993,32,4,8,10,4,4,4,4,0,0,0,34,4
2994,12,4,0,5,2,5,5,0,0,0,0,39,39
2995,18,6,9,12,2,12,0,4,1,0,0,59,24
2996,22,2,1,6,2,14,0,4,1,0,0,29,39
2997,22,4,9,12,4,4,1,4,1,0,0,44,39
2998,20,4,11,8,0,7,2,4,0,0,0,31,39
2999,21,4,11,8,2,6,0,4,1,44,0,29,26
3000,55,0,11,8,2,0,0,4,1,0,0,7,39
3001,14,4,5,3,2,7,0,4,1,0,0,39,39
3002,38,4,5,3,2,3,0,4,1,0,0,59,39
3003,21,4,15,9,5,8,4,4,0,0,0,39,39
3004,16,4,15,9,0,12,1,4,0,0,0,24,39
3005,8,4,7,11,4,1,1,4,0,0,0,39,39
3006,2,0,15,9,4,0,3,4,1,0,0,29,39
3007,20,4,8,10,0,13,4,4,0,0,0,51,39
3008,32,4,15,9,0,13,2,4,1,0,0,34,39
3009,9,4,11,8,4,3,2,4,1,0,0,39,39
3010,18,4,11,8,2,3,0,4,1,0,0,42,39
3011,27,5,11,8,2,12,5,4,0,0,0,59,39
3012,20,4,12,13,5,4,1,4,1,0,0,44,39
3013,25,4,9,12,2,10,0,4,1,0,0,44,39
3014,47,7,10,15,4,10,1,4,0,75,0,39,39
3015,11,4,11,8,2,6,0,4,1,0,0,39,39
3016,18,6,11,8,4,4,1,4,1,73,0,49,39
3017,23,7,9,12,2,1,0,4,1,0,0,39,39
3018,38,1,9,12,2,10,0,4,1,0,0,39,39
3019,4,4,11,8,4,5,3,4,1,0,0,64,39
3020,32,4,15,9,4,4,1,2,0,0,0,39,39
3021,34,7,10,15,2,10,0,4,1,0,0,39,39
3022,40,4,14,14,2,3,0,1,1,0,51,39,30
3023,34,4,9,12,2,3,0,4,1,0,0,39,39
3024,21,4,0,5,4,3,1,2,1,0,0,39,0
3025,7,4,11,8,4,12,3,4,0,0,43,31,39
3026,28,6,11,8,2,3,0,4,1,0,0,39,9
3027,11,4,11,8,2,7,0,4,1,0,0,44,39
3028,25,5,14,14,2,10,0,4,1,0,81,59,39
3029,5,4,15,9,4,8,1,4,1,0,0,39,39
3030,11,7,12,13,2,4,0,4,1,0,0,39,39
3031,43,4,11,8,6,7,4,4,0,0,0,39,39
3032,14,4,11,8,5,7,4,4,0,0,72,39,39
3033,30,4,15,9,2,3,0,4,1,0,0,73,39
3034,23,0,11,8,0,0,1,4,1,0,0,24,39
3035,13,4,11,8,1,1,0,4,1,0,0,59,39
3036,44,4,12,13,2,12,0,4,1,0,0,59,39
3037,54,2,9,12,6,10,4,4,0,0,0,5,39
3038,25,4,11,8,0,1,3,4,0,0,0,39,39
3039,27,2,2,7,2,3,0,4,1,0,0,54,39
3040,29,6,15,9,2,12,0,4,1,0,0,59,39
3041,33,2,14,14,4,4,1,2,0,0,0,51,39
3042,10,7,9,12,4,10,1,4,1,0,0,8,39
3043,23,0,8,10,2,0,0,4,1,0,0,14,39
3044,4,4,15,9,4,1,2,4,0,0,0,39,26
3045,8,4,11,8,4,6,2,4,1,0,0,34,39
3046,44,4,4,2,0,14,1,4,1,0,49,55,39
3047,37,4,15,9,0,1,1,4,1,0,0,29,39
3048,14,4,9,12,4,12,1,4,1,0,0,39,39
3049,36,6,15,9,2,5,0,4,1,0,0,29,39
3050,22,5,7,11,2,4,0,4,1,112,0,54,39
3051,40,5,14,14,2,14,0,4,1,112,0,49,39
3052,31,4,9,12,0,12,4,4,0,0,0,43,39
3053,13,4,15,9,2,14,0,4,1,0,0,55,39
3054,18,4,11,8,2,6,0,4,1,0,0,59,39
3055,25,6,11,8,2,4,0,4,1,0,0,49,39
3056,17,6,11,8,2,7,0,4,1,0,0,39,39
3057,42,4,11,8,2,12,0,4,1,0,0,39,39
3058,52,2,0,5,2,4,0,4,1,0,0,19,39
3059,12,4,15,9,4,1,3,4,0,0,0,39,39
3060,23,4,11,8,2,14,0,4,1,0,0,39,39
3061,4,4,15,9,4,8,3,4,1,0,0,14,39
3062,23,4,7,11,0,10,1,4,0,0,0,39,39
3063,26,4,15,9,2,3,0,4,1,0,0,39,39
3064,19,4,11,8,0,6,1,4,1,0,0,39,39
3065,24,4,11,8,3,10,1,1,1,0,0,39,24
3066,55,0,11,8,6,0,1,4,1,0,0,29,39
3067,3,4,15,9,4,14,3,4,1,0,0,29,39
3068,24,2,9,12,6,1,1,4,0,0,0,39,39
3069,17,4,15,9,0,4,1,4,1,0,0,49,39
3070,31,4,1,6,0,8,4,2,0,0,0,39,39
3071,10,4,11,8,4,4,3,4,0,0,0,39,39
3072,18,4,15,9,2,4,0,4,1,112,0,59,39
3073,11,0,11,8,4,0,3,2,1,0,0,39,39
3074,10,4,11,8,4,3,3,2,1,0,0,39,39
3075,3,4,15,9,4,12,3,4,1,0,0,39,39
3076,1,4,15,9,4,12,3,4,0,0,0,14,39
3077,15,4,9,12,2,12,0,4,1,0,0,39,39
3078,21,4,12,13,2,4,0,4,1,0,0,59,39
3079,6,7,15,9,4,8,3,4,1,0,0,39,39
3080,11,4,9,12,2,4,0,4,1,0,0,44,39
3081,23,7,14,14,2,10,0,4,1,0,0,37,39
3082,18,4,11,8,0,7,4,4,0,0,0,39,39
3083,57,5,15,9,6,4,4,4,1,0,0,39,39
3084,11,4,11,8,4,3,3,4,1,0,0,39,39
3085,6,4,15,9,4,6,3,4,1,0,0,29,39
3086,3,6,15,9,4,5,3,4,1,0,74,9,39
3087,27,4,11,8,0,7,4,2,0,0,0,55,39
3088,29,2,11,8,0,1,4,4,0,0,0,24,39
3089,3,0,15,9,4,0,3,4,1,0,0,39,39
3090,34,6,9,12,2,12,0,4,1,112,0,49,39
3091,23,4,15,9,5,1,1,4,0,0,0,39,39
3092,31,4,14,14,2,13,0,4,1,0,55,39,39
3093,43,6,6,4,2,5,0,4,1,0,35,81,39
3094,31,5,9,12,2,4,0,4,1,0,0,39,39
3095,29,2,9,12,2,10,5,4,0,0,0,69,39
3096,31,5,9,12,2,4,0,4,1,0,0,39,39
3097,5,0,11,8,4,0,4,2,0,0,0,34,39
3098,7,2,9,12,4,10,1,4,0,0,0,39,39
3099,28,7,15,9,0,10,4,4,0,0,0,39,39
3100,1,4,2,7,4,12,3,4,0,0,0,34,39
3101,22,4,11,8,2,7,0,4,1,0,0,39,39
3102,48,5,11,8,2,5,0,4,1,0,78,64,39
3103,5,4,15,9,0,7,3,4,0,0,0,39,39
3104,3,4,15,9,4,8,3,4,0,0,0,19,39
3105,11,4,15,9,2,12,0,4,1,0,0,39,39
3106,29,4,14,14,2,10,0,4,1,122,0,49,39
3107,25,2,9,12,2,4,0,4,1,0,55,47,39
3108,44,7,10,15,2,10,0,4,1,0,0,39,0
3109,11,4,15,9,2,4,3,4,1,98,0,49,39
3110,1,4,15,9,4,12,3,4,0,0,0,19,39
3111,7,1,9,12,4,10,1,1,1,0,0,39,39
3112,28,4,10,15,2,10,0,4,1,0,0,55,39
3113,7,4,11,8,4,1,3,4,1,0,0,39,39
3114,27,4,9,12,2,4,0,4,1,112,0,49,39
3115,3,4,15,9,4,8,3,4,1,0,0,29,39
3116,18,4,15,9,2,13,0,4,1,44,0,54,31
3117,35,5,9,12,2,12,0,4,1,0,0,59,39
3118,8,4,7,11,4,5,1,4,1,34,0,44,39
3119,2,4,4,2,4,5,1,4,1,0,0,35,26
3120,18,0,9,12,2,0,0,4,1,0,0,19,39
3121,37,4,15,9,0,1,4,4,0,0,0,39,39
3122,4,4,15,9,4,3,3,4,1,0,0,39,39
3123,9,4,11,8,2,1,5,4,0,0,0,39,39
3124,25,4,8,10,0,1,4,4,0,0,0,39,39
3125,2,4,15,9,4,1,3,4,0,0,0,39,39
3126,38,4,12,13,2,4,0,4,1,0,55,49,39
3127,27,7,11,8,2,1,0,4,1,0,0,39,39
3128,8,4,9,12,4,4,3,4,1,0,0,54,39
3129,9,4,15,9,2,7,0,4,1,0,0,39,39
3130,47,1,7,11,5,10,1,4,0,0,0,39,39
3131,24,4,1,6,0,8,4,3,0,0,0,39,39
3132,8,0,15,9,4,0,3,2,1,0,0,39,0
3133,26,4,15,9,2,14,0,4,1,0,0,39,39
3134,28,4,11,8,4,3,3,4,1,104,0,47,39
3135,31,1,9,12,2,10,0,4,1,0,0,43,39
3136,43,4,11,8,2,14,0,4,1,0,0,39,39
3137,28,6,15,9,4,5,1,4,1,0,0,49,39
3138,34,4,0,5,2,12,0,4,1,0,55,39,39
3139,20,1,11,8,0,1,4,4,0,0,0,39,39
3140,5,4,15,9,4,1,3,4,1,0,0,29,39
3141,27,4,11,8,2,3,0,4,1,0,0,64,39
3142,10,4,11,8,2,3,0,4,1,0,0,49,39
3143,30,2,11,8,2,3,0,4,1,0,0,39,39
3144,15,4,12,13,2,4,0,2,1,0,55,39,39
3145,23,4,9,12,2,4,0,4,1,0,0,49,39
3146,24,4,11,8,2,12,0,4,1,0,0,39,39
3147,15,0,0,5,0,0,1,4,0,0,0,39,39
3148,9,4,9,12,4,10,1,4,0,0,0,39,39
3149,30,4,15,9,2,4,0,1,1,0,0,39,39
3150,38,5,11,8,2,4,0,4,1,0,0,44,39
3151,21,4,11,8,2,6,0,4,1,0,0,39,39
3152,7,7,9,12,4,10,1,4,1,0,0,14,39
3153,47,6,10,15,2,4,0,4,1,0,0,24,39
3154,39,1,9,12,2,10,0,4,1,0,0,39,39
3155,24,4,11,8,2,12,0,4,1,0,0,48,39
3156,16,4,11,8,2,12,0,4,1,95,0,44,39
3157,16,4,14,14,4,10,3,4,1,0,0,41,39
3158,4,4,15,9,2,8,0,4,1,0,0,39,39
3159,42,2,11,8,6,3,1,2,1,0,0,39,39
3160,41,4,8,10,2,4,0,4,1,0,0,39,11
3161,26,2,12,13,0,10,4,4,1,0,0,39,39
3162,4,4,11,8,4,3,3,2,1,0,0,39,39
3163,28,4,11,8,4,7,1,4,1,0,0,39,39
3164,36,2,11,8,2,4,5,4,0,0,0,49,39
3165,24,4,14,14,2,1,0,4,1,0,0,49,0
3166,10,4,0,5,2,4,5,4,0,0,0,39,26
3167,36,4,15,9,2,3,0,4,1,0,0,49,0
3168,21,4,12,13,2,10,0,4,1,0,0,34,39
3169,14,4,9,12,2,4,0,4,1,0,0,69,39
3170,24,4,11,8,2,14,0,4,1,0,0,34,39
3171,5,7,15,9,4,1,3,4,0,0,0,39,39
3172,26,6,12,13,2,12,0,4,1,0,0,59,39
3173,24,7,15,9,4,10,1,4,1,0,0,39,39
3174,10,4,15,9,2,6,5,4,0,0,0,34,39
3175,24,2,15,9,2,4,0,4,1,0,0,39,39
3176,19,4,14,14,0,10,1,4,1,122,0,44,39
3177,32,4,9,12,2,1,5,4,0,0,0,39,39
3178,3,4,11,8,4,6,3,4,1,0,0,44,39
3179,41,6,11,8,3,8,4,4,0,0,0,44,39
3180,18,6,2,7,4,8,1,2,0,0,0,39,38
3181,13,2,11,8,2,11,0,4,1,0,0,39,39
3182,4,4,11,8,4,3,3,4,1,0,0,39,39
3183,12,4,7,11,4,7,4,4,1,0,0,44,39
3184,23,4,11,8,6,12,1,4,0,0,0,39,39
3185,37,7,9,12,4,10,4,1,0,0,0,39,39
3186,18,4,9,12,2,12,0,4,1,0,0,59,39
3187,18,4,9,12,2,12,0,4,1,0,0,49,39
3188,23,4,9,12,3,8,1,4,0,0,0,39,0
3189,42,4,11,8,5,12,4,2,0,0,0,39,39
3190,26,5,15,9,2,7,0,4,1,0,0,49,39
3191,22,4,0,5,2,3,0,4,1,0,0,59,39
3192,34,4,5,3,5,7,1,2,0,0,0,29,39
3193,54,4,15,9,4,8,1,4,0,49,0,59,39
3194,16,4,2,7,0,7,4,2,0,0,0,39,39
3195,11,4,11,8,0,8,3,2,1,0,0,34,39
3196,13,4,11,8,3,12,4,4,1,0,0,39,39
3197,3,4,4,2,3,5,2,4,1,0,0,39,26
3198,34,5,11,8,2,12,0,4,1,0,0,49,39
3199,22,4,11,8,2,7,5,4,0,0,0,39,39
3200,45,4,15,9,2,12,0,1,1,0,0,39,39
3201,20,4,11,8,4,4,3,4,1,0,0,59,0
3202,11,4,6,4,4,7,1,4,1,0,0,49,6
3203,6,4,11,8,4,12,3,1,1,0,0,47,35
3204,22,4,9,12,2,12,5,4,0,0,0,29,39
3205,33,5,9,12,6,12,4,4,1,0,0,64,39
3206,14,4,5,3,4,3,4,4,1,0,0,39,39
3207,28,2,9,12,2,4,0,4,1,0,55,49,39
3208,6,0,9,12,4,0,3,3,1,0,0,39,39
3209,30,4,0,5,6,7,1,4,1,0,0,39,39
3210,42,4,11,8,6,10,1,4,0,0,0,17,39
3211,15,4,7,11,2,6,0,4,1,0,0,39,39
3212,65,0,5,3,6,0,1,4,1,0,0,4,39
3213,32,4,9,12,2,12,0,4,1,0,81,54,39
